,UKESM1-0-LL-r3i1p1f2,UKESM1-0-LL-r2i1p1f2,IPSL-CM6A-LR-r1i1p1f1,ACCESS-ESM1-5-r1i1p1f1,UKESM1-0-LL-r1i1p1f2,CanESM5-r1i1p1f1
2008-02-01,7.005495490713288,7.0134433957379345,6.881889969586909,6.9066006227605605,7.022311500791543,6.996305443746182
2008-03-01,7.093921763949763,7.10186966897441,7.003586512817129,6.995026895997037,7.1107377740280215,7.08473171698266
2008-04-01,7.119006908665763,7.126954813690412,7.055232869983268,7.0201120407130375,7.135822918744021,7.10981686169866
2008-05-01,6.931853842483586,6.939801747508232,6.808248321357207,6.83295897453086,6.948669852561842,6.922663795516482
2008-06-01,6.703419299302465,6.7113672043271135,6.579813778176089,6.60452443134974,6.720235309380723,6.694229252335361
2008-07-01,6.663641682276437,6.671589587301085,6.5400361611500575,6.564746814323711,6.680457692354692,6.654451635309332
2008-08-01,6.645617321387963,6.65356522641261,6.522011800261584,6.546722453435238,6.662433331466222,6.63642727442086
2008-09-01,6.550179667467941,6.55812757249259,6.426574146341562,6.451284799515218,6.5669956775462,6.540989620500838
2008-10-01,6.530922282104566,6.538870187129213,6.407316760978187,6.432027414151839,6.547738292182821,6.521732235137461
2008-11-01,6.528202535552154,6.536150440576801,6.456686414520912,6.429307667599428,6.54501854563041,6.519012488585049
2008-12-01,6.6817668553467175,6.689714760371365,6.5798733903503885,6.582871987393992,6.698582865424974,6.672576808379612
2009-01-01,6.861247640193511,6.866778327109457,6.734325974157548,6.746945337428236,6.838303047157723,6.822875187179346
2009-02-01,7.012676050467412,7.018206737383356,6.885754384431447,6.898373747702135,6.989731457431621,6.974303597453246
2009-03-01,7.101102323703888,7.1066330106198325,6.974180657667923,6.986800020938612,7.0781577306681,7.062729870689722
2009-04-01,7.126187468419889,7.131718155335835,6.999265802383925,7.011885165654613,7.103242875384102,7.087815015405724
2009-05-01,6.93903440223771,6.944565089153656,6.812112736201748,6.8247320994724365,6.916089809201924,6.900661949223545
2009-06-01,6.7274440458732965,6.716130545972535,6.583678193020625,6.5962975562913115,6.687655266020802,6.672227406042425
2009-07-01,6.670822242030559,6.676352928946508,6.543900575994598,6.556519939265286,6.647877648994775,6.632449789016396
2009-08-01,6.650064447716901,6.658328568058032,6.5258762151061225,6.538495578376813,6.6298532881062995,6.614425428127923
2009-09-01,6.557360227222066,6.562890914138013,6.430438561186103,6.4430579244567925,6.5344156341862805,6.518987774207903
2009-10-01,6.538102841858689,6.5436335287746346,6.411181175822726,6.423800539093414,6.515158248822902,6.499730388844525
2009-11-01,6.535383095306277,6.540913782222224,6.408461429270314,6.4210807925410025,6.5124385022704905,6.497010642292113
2009-12-01,6.6889474151008415,6.694478102016787,6.562025749064878,6.574645112335568,6.666002822065057,6.650574962086677
2010-01-01,6.856520139156423,6.834216477696817,6.7409374078525435,6.7330107586755945,6.851644949244443,6.829388661993483
2010-02-01,7.007948549430322,6.985644887970718,6.892365818126442,6.884439168949494,7.0030733595183445,6.980817072267382
2010-03-01,7.096374822666799,7.074071161207192,6.980792091362921,6.972865442185973,7.091499632754822,7.0692433455038595
2010-04-01,7.121459967382799,7.102757947520063,7.0058772360789225,6.997950586901973,7.116584777470822,7.094328490219861
2010-05-01,6.934306901200621,6.912003239741018,6.8187241698967425,6.810797520719794,6.929431711288644,6.907175424037682
2010-06-01,6.7058723580195005,6.683568696559894,6.590289626715622,6.582362977538673,6.700997168107524,6.678740880856561
2010-07-01,6.666094740993472,6.643791079533867,6.5505120096895935,6.542585360512644,6.661219551081495,6.638963263830534
2010-08-01,6.648070380105,6.647782602304139,6.53248764880112,6.52456099962417,6.643195190193023,6.6209389029420604
2010-09-01,6.552632726184977,6.530329064725372,6.437049994881097,6.4291233457041495,6.547757536273002,6.525501249022038
2010-10-01,6.533375340821602,6.511071679361996,6.417792609517722,6.409865960340773,6.528500150909622,6.5062438636586615
2010-11-01,6.530655594269191,6.5083519328095845,6.415072862965312,6.407146213788361,6.525780404357213,6.50352411710625
2010-12-01,6.684219914063753,6.661916252604147,6.568637182759875,6.560710533582923,6.679344724151776,6.657088436900814
2011-01-01,6.821477566156544,6.836009780605768,6.730474321136607,6.755311345505498,6.8351742805909375,6.824573384930852
2011-02-01,6.972905976430442,6.987438190879668,6.881902731410508,6.906739755779397,6.986602690864836,6.976001795204752
2011-03-01,7.0613322496669175,7.075864464116143,6.9703290046469855,6.995166029015873,7.075028964101313,7.06442806844123
2011-04-01,7.08641739438292,7.1009496088321455,7.0350841689275345,7.020251173731875,7.100114108817315,7.08951321315723
2011-05-01,6.899264328200741,6.913796542649967,6.8783530603940175,6.833098107549697,6.912961042635136,6.902360146975052
2011-06-01,6.67082978501962,6.685361999468848,6.615216257502707,6.604663564368575,6.684526499454014,6.67392560379393
2011-07-01,6.631052167993594,6.645584382442819,6.628149797811612,6.564885947342549,6.644748882427987,6.6341479867679025
2011-08-01,6.613027807105119,6.627560021554344,6.552722885184351,6.5468615864540745,6.626724521539513,6.616123625879428
2011-09-01,6.517590153185099,6.532122367634325,6.562262856776804,6.451423932534054,6.531286867619492,6.520685971959409
2011-10-01,6.498332767821723,6.512864982270948,6.4166722016921725,6.432166547170676,6.512029482256113,6.501428586596031
2011-11-01,6.4956130212693095,6.510145235718535,6.4046097762493766,6.429446800618265,6.509309735703702,6.49870884004362
2011-12-01,6.649177341063872,6.6637095555130985,6.558174096043937,6.583011120412828,6.662874055498268,6.652273159838184
2012-01-01,6.8247843434010935,6.823935167455468,6.7186039109143625,6.739602158911081,6.841484342231845,6.815975047971162
2012-02-01,6.976212753674996,6.975363577729367,6.870032321188263,6.891030569184983,6.992912752505744,6.9674034582450615
2012-03-01,7.064639026911472,7.063789850965843,6.958458594424743,6.979456842421459,7.081339025742222,7.055829731481539
2012-04-01,7.0897241716274735,7.088874995681846,6.983543739140742,7.0045419871374595,7.106424170458222,7.08091487619754
2012-05-01,6.902571105445293,6.901721929499668,6.796390672958562,6.817388920955281,6.919271104276043,6.893761810015362
2012-06-01,6.674136562264175,6.673287386318548,6.567956129777442,6.5889543777741615,6.6908365610949225,6.665327266834242
2012-07-01,6.634358945238144,6.633509769292519,6.555627799274124,6.549176760748132,6.651058944068893,6.625549649808214
2012-08-01,6.61633458434967,6.615485408404044,6.510154151862937,6.53115239985966,6.633034583180421,6.607525288919739
2012-09-01,6.52089693042965,6.5200477544840245,6.414716497942918,6.435714745939637,6.537596929260401,6.512087634999719
